course_name,instructor,course url,course description,reviews_avg,reviews_count,course_duration,level
Laravel with Vue.js - Fullstack Web Development (2020),Eding Muhamad Saprudin,https://www.udemy.com/course/laravel-vuejs-fullstack-web-development/,Learn how to combine Laravel PHP Framework & Vue.js to build powerful API and Single Page Application (SPA) from scratch,3.9,741 reviews,30.5 total hours,All Levels
Hibernate: Advanced Development Techniques,"Chad Darby, Harinath Kuntamukkala",https://www.udemy.com/course/hibernate-tutorial-advanced/,"Learn Advanced Hibernate techniques for Mapping Sets, Lists, Embeddable, Enums and Inheritance",4.6,741 reviews,3.5 total hours,Intermediate
Learn to Host Multiple Domains on one Virtual Server,YouAccel Training,https://www.udemy.com/course/learn-to-host-multiple-domains-on-one-virtual-server/,Setup and Host Multiple Sites on one Server using Digital Ocean. Setup Virtual Hosts and Secure all Domains with SSL.,4.3,740 reviews,1 total hour,All Levels
Ionic React: Cross-Platform Mobile Development with Ionic,Mirko Nasato,https://www.udemy.com/course/ionic-react/,"Create mobile web and native Android/iOS apps from a single codebase with React, Ionic Framework, Capacitor, Firebase.",4.3,740 reviews,10.5 total hours,Intermediate
Learn Data Warehousing From Scratch- From Solution Architect,Asif Raza,https://www.udemy.com/course/learn-data-warehousing-from-solution-architect/,Real life data warehouse guide from the industry expert. Succeed in BI|DataWarehouse|Data Model|BIGDATA.,3.8,739 reviews,2 total hours,All Levels
Code Your First Website with HTML & CSS for Kids & Beginners,Kevin Kennedy,https://www.udemy.com/course/coding-basic-websites-with-html-and-css-for-kids-beginners/,"Begin learning the in demand skill of programming using HTML 5 and CSS 3. Don't wait, start learning HTML and CSS today!",4.4,739 reviews,2 total hours,Beginner
Python on the Backend,Hussein Nasser,https://www.udemy.com/course/python-on-the-back-end-for-beginners-http-server/,"Learn python back end development, build a website or APIs in Python, designed for students with Mac or Windows",4.7,737 reviews,4 total hours,All Levels
"Recursion, Backtracking and Dynamic Programming in Python",Holczer Balazs,https://www.udemy.com/course/algorithmic-problems-in-python/,"Learn Competitive Programming, Recursion, Backtracking, Divide and Conquer Methods and Dynamic Programming in Python",4.6,736 reviews,15.5 total hours,All Levels
Adobe Experience Manager 6.3 | The Complete AEM Masterclass,Jasvinder Singh Bhatia,https://www.udemy.com/course/adobe-experience-manager-63/,"Build We.Learn AEM Website. Learn Templates, Components, Dispatcher, HTL/Sightly, ClientLibs, Sling, OSGi, list goes on!",3.2,736 reviews,6 total hours,All Levels
Beat the Codility Coding Interview in Python,James Cutajar,https://www.udemy.com/course/beat-the-codility-coding-interview-in-python/,Learn and practice how to solve many coding puzzles from Codility using Python.,4.7,736 reviews,6.5 total hours,All Levels
"Full stack Universal React with Redux, Node js and MongoDB",Marco Tomasello,https://www.udemy.com/course/full-stack-universal-react-with-redux-express-and-mongodb/,"Learn full stack Javascript: Client and Universal React with Redux, Node js, Express, MongoDB and build a Shopping-cart",3.7,735 reviews,5 total hours,Intermediate
The Complete Apache Kafka Practical Guide,"Bogdan Stashchuk | Software Engineer, MBA, PhD",https://www.udemy.com/course/apache_kafka/,"Learn core Apache Kafka features, create Java, Node.js, Python Producers and Consumers - Full Kafka hands-on experience!",4.5,735 reviews,8.5 total hours,All Levels
Ionic 3 Apps for WooCommerce: Build an eCommerce Mobile App,Samarth Agarwal,https://www.udemy.com/course/ionic-3-apps-for-woocommerce-build-an-ecommerce-mobile-app/,"Build an eCommerce Mobile App from start to end using Ionic Framework 3 and WooCommerce using HTML, SCSS and TypeScript.",4.7,735 reviews,7 total hours,All Levels
Learn to Build Websites using Twitter Bootstrap,"Eduonix Learning Solutions, Eduonix-Tech .",https://www.udemy.com/course/learn-to-build-websites-using-twitter-bootstrap/,A complete guide to master Twitter Bootstrap,4.4,735 reviews,2.5 total hours,All Levels
Reactive JS: Are you ready for the next big paradigm shift?,"3D BUZZ Programming and Digital Art training, Nelson LaQuet",https://www.udemy.com/course/reactive-js-getting-ready-for-the-next-big-paradigm-shift/,A primer for Reactive Extensions (v5) for JavaScript,3.9,734 reviews,5.5 total hours,Intermediate
Complete guide to AWS Step Functions,Yan Cui,https://www.udemy.com/course/complete-guide-to-aws-step-functions/,Master the art of serverless workflow orchestrate in AWS.,4.2,734 reviews,2.5 total hours,All Levels
Spring Boot Fundamentals with Unit Testing (MockMVC/Mockito),"Rahul Shetty, Venugopal Rao",https://www.udemy.com/course/spring-boot-fundamentals-with-unit-testing-mockmvcmockito/,Develop backend Rest Services/API from scratch and build Unit Tests & Integration Tests using Spring Boot,4.6,734 reviews,8 total hours,All Levels
Akka Streams with Scala | Rock the JVM,Daniel Ciocîrlan,https://www.udemy.com/course/akka-streams/,"A must-have for Scala & Akka developers: write large-scale, reactive distributed systems with Akka Streams",4.8,733 reviews,8.5 total hours,Expert
The Ultimate Guide to making a 2D strategy game in Unity,Noa Calice (aka Blackthornprod),https://www.udemy.com/course/the-ultimate-guide-to-making-a-2d-strategy-game-in-unity/,"Game development & Game art/animation. Create a 2D turn by turn strategy game using Unity 2019, C# and Ps/Gimp.",4.7,731 reviews,3 total hours,Intermediate
APIs: Crash Course,Christopher Michael,https://www.udemy.com/course/learn-apis/,With the Facebook API & Twilio,4.4,730 reviews,2 total hours,All Levels
Project Based Python Programming For Kids & Beginners,Minerva Singh,https://www.udemy.com/course/project-based-python-programming-for-kids-beginners/,"Learn Hands-On Python Programming By Creating Games, GUIs and Graphics",4.2,730 reviews,5 total hours,All Levels
Modern Artificial Intelligence Masterclass: Build 6 Projects,"Dr. Ryan Ahmed, Ph.D., MBA, Ligency I Team, Mitchell Bouchard, Ligency Team",https://www.udemy.com/course/modern-artificial-intelligence-applications/,"Harness the power of AI to solve practical, real-world problems in Finance, Tech, Art and Healthcare",4.8,729 reviews,16 total hours,Intermediate
Complete JSON AJAX API Code Course Beginner to Professional,Laurence Svekis,https://www.udemy.com/course/complete-json-ajax-course/,Learn how to use JSON and get JSON data using AJAX   Course includes practice exercises and examples using JSON & AJAX,4.5,729 reviews,25 total hours,All Levels
Unity RPG Inventory Systems Asset Pack: Behind The Scenes,"Sam Pattuzzi, GameDev.tv Team, Rick Davidson",https://www.udemy.com/course/unityinventory/,Review and integrate an RPG-Style Inventory System. All Code Base Provided As A Flexible Asset Pack,4.2,727 reviews,9 total hours,Intermediate
Fundamental Data Structures & Algorithms using C language.,Shibaji Paul,https://www.udemy.com/course/data-structures-stack-queue-linkedlist/,"Learn Data Structures and algorithms for Stack, Queue, Linked List, Binary Search Tree and Heap ( using C Programming ).",4.1,727 reviews,15.5 total hours,All Levels
Spring Security Core: Beginner to Guru,"John Thompson • 433,000+ Enrollments Worldwide, Spring Ahead Code Academy",https://www.udemy.com/course/spring-security-core-beginner-to-guru/,Learn how to use Spring Security to Secure Your Spring Framework Applications,4.8,727 reviews,13 total hours,All Levels
Write Asynchronous C# Code With Tasks and PLINQ,Mark Farragher,https://www.udemy.com/course/write-asynchronous-csharp-code-with-task-parallel-library-and-plinq/,A comprehensive course teaching you how to write asynchronous C# code with the Task Parallel Library and PLINQ.,4.8,726 reviews,3 total hours,All Levels
Data Structures and Algorithms in C++ For Coding Interview,El Farouk Yasser,https://www.udemy.com/course/data-structures-and-algorithms-cplusplus-for-interviews/,Covers Algorithmic Problems in C++ That range a variety of data structures which often pop up during a coding interview.,4.3,726 reviews,7 total hours,Beginner
React From The Ground Up,Tim Knight,https://www.udemy.com/course/reactjs-from-the-ground-up/,Learn React JS - this course covers all you need in order to use ReactJS in new and existing projects,4.1,725 reviews,12.5 total hours,All Levels
Teradata Fundamentals - Comprehensive SQL course on Teradata,Saad Qureshi,https://www.udemy.com/course/teradata-sql-beginners-guide/,A comprehensive course on Teradata Fundamentals and SQL,4.5,723 reviews,8.5 total hours,Beginner
Website Localization For Translators,Dorota Pawlak,https://www.udemy.com/course/website-localization-for-beginners/,Learn how to to translate and localize websites to specialize as a website translator and localizer.,4.6,721 reviews,2.5 total hours,Beginner
Job oriented - Practical Software QA Testing,Neil De Odhar,https://www.udemy.com/course/job-oriented-practical-software-qa-testing/,Your foundation to work as QA in IT!  High paying QA Tester jobs. Manual Software Testing. Best instructor in U.S.,4.4,721 reviews,7.5 total hours,Beginner
C# Software Development IT Specialist Exam Prep,Sonia Cross,https://www.udemy.com/course/mta-98-361-software-development-fundamentals-cs-exam-prep/,Prepare for the Software Development IT Specialist exam with this Q&A style course with thorough concept explanations,4.8,720 reviews,201 questions,Current price: E£199.99
Python A-Z: Learn Python Programming By Building 10 Projects,Shubham Sarda,https://www.udemy.com/course/python-training/,"Python Practical Training 2022: Basics To Advance With 10 Projects (GUI, Automation, Web Scraping, Data Analysis & More)",4.4,719 reviews,16.5 total hours,All Levels
The Complete Android + Kotlin Developer Course™,Morteza Kordi,https://www.udemy.com/course/complete-kotlin-android-developer-course-tutorial/,"Learn Android Kotlin Development to build amazing apps: an Online Quiz App, a Pokemon Go clone, an E-Commerce App...",3.9,719 reviews,38.5 total hours,All Levels
The Complete iOS Game Course Using SpriteKit And Swift 3,Awesome Tuts,https://www.udemy.com/course/the-complete-ios-game-course-using-swift/,"Learn How To Plan, Design And Create Your Games For iOS Using SpriteKit Framework",4.4,719 reviews,18 total hours,Beginner
Mastering Regular Expressions in JavaScript,Steven Hancock,https://www.udemy.com/course/mastering-regular-expressions-in-javascript/,Full of Opportunities to Learn by Doing in Order to Unlock the Power of Regular Expressions or regex in JavaScript,4.8,718 reviews,5.5 total hours,All Levels
Automation framework with Selenium Java (Advanced),Karthik KK,https://www.udemy.com/course/automation-framework-with-selenium/,Learn developing advanced framework for selenium like never before with complete customization of code,4.4,717 reviews,13 total hours,All Levels
Mastering Wireshark 2,Packt Publishing,https://www.udemy.com/course/mastering-wireshark-2/,Secure your network with ease by leveraging this step-by-step tutorial on the powerful Wireshark 2,4.3,717 reviews,5.5 total hours,Intermediate
JMETER - Master Performance & Load Testing(Basics + Advance),Rahul Arora,https://www.udemy.com/course/jmeter-tutorial/,Jmeter Tutorials - Complete guide for end to end performance testing of a Web application using JMeter tool and features,3.3,717 reviews,32 total hours,All Levels
"Scalable Web Applications with Python, Flask, and SQLAlchemy",Hara Gopal,https://www.udemy.com/course/flask-is-fun-and-easy-from-basics-to-building-scalable-apps/,"Learn to build scalable Python Web Applications with Flask, PostgreSQL, SQLAlchemy, git, and Heroku With Awesome Project",4.4,717 reviews,5.5 total hours,Beginner
Complete Angular 2022 from Zero to Hero | Complete Guide,M Darwish,https://www.udemy.com/course/angular-course-from-scratch-get-hired/,"All Angular 13 (Angular 7, 8, 9, 10, 11  ) REST API, JWT, Fire-base, Typescript 4, Bootstrap 5 and  [ 6 Projects]",4.0,716 reviews,32 total hours,All Levels
Angular 2 Crash Course with TypeScript,Stone River eLearning,https://www.udemy.com/course/angular-2-crash-course/,Get in-depth knowledge of Angular 2 and TypeScript with this crash course for all skill levels.,4.8,716 reviews,4 total hours,All Levels
Build An API With The Django Rest Framework Using Python,John Elder,https://www.udemy.com/course/build-an-api-with-the-django-rest-framework-using-python/,Use Python and Django To Create Your Own API In No Time With The Django Rest Framework!,4.4,715 reviews,1.5 total hours,Beginner
Docker Masterclass for Machine Learning and Data Science,"Jordan Sauchuk, Ligency I Team, Ligency Team",https://www.udemy.com/course/docker-masterclass-for-machine-learning-and-data-science/,Learn how to containerize and deploy your ML projects with Docker,4.0,715 reviews,4.5 total hours,All Levels
Python GUI Programming Using PyQt5,"Tim Buchalka's Learn Programming Academy, Volkan Atış",https://www.udemy.com/course/python-gui-programming-using-pyqt5/,Build Python GUI Desktop Applications With PYQT and Master Sqlite,3.8,714 reviews,19 total hours,Intermediate
